input,code
 air conditioning and refrigeration forewoman,7301
 machinery assembly forewoman,7301
 printer repairers forewoman,7301
 motor vehicle body repairers forewoman,7301
 office machine repairers forewoman,7301
 automotive body shop forewoman,7301
 railway rolling stock assembly foreman,7301
 body shop forewoman,7301
 aircraft mechanics and inspectors forewoman-mechanical systems,7301
 motor vehicle body repairers foreman,7301
 motor vehicle engine repair foreman,7301
 refrigeration contractor,7301
 mechanical equipment repair inspectors foreman,7301
 oil burner installation foreman,7301
 railway equipment maintenance inspectors foreman,7301
 heavy equipment mechanic foreman,7301
 industrial mechanics forewoman,7301
 garage supervisor,7301
 motor vehicle mechanics supervisor,7301
 assembly mechanics forewoman,7301
 oil burner installation forewoman,7301
 aircraft hydraulics repair shop forewoman,7301
 appliance repair shop supervisor,7301
 rail transport equipment repairers forewoman,7301
 wheel shop forewoman-railway equipment,7301
 aircraft maintenance supervisor-aircraft mechanical systems,7301
 motor vehicle repair shop foreman,7301
" industrial, farm and construction machinery mechanics and repairers foreman",7301
 transformer repair shop foreman,7301
 heating and air conditioning contractor,7301
 production machinery maintenance mechanics forewoman,7301
 bus and truck repair foreman,7301
 railway car inspection foreman,7301
 textile machine mechanics forewoman,7301
" heating, ventilating and air conditioning (hvac) mechanics forewoman",7301
 heavy equipment mechanic forewoman,7301
 machine builders foreman,7301
 aircraft engine assemblers forewoman,7301
 body shop foreman,7301
 engine overhaul forewoman,7301
 aircraft hydraulics repair shop foreman,7301
 aircraft engine repair foreman,7301
 motor vehicle repair shop supervisor,7301
 aircraft engine overhaul forewoman,7301
 aircraft engine overhaul foreman,7301
 elevator constructors forewoman,7301
 aircraft mechanics and repairers foreman-mechanical systems,7301
 machine maintenance foreman-manufacturing,7301
 marine service foreman-engine repair,7301
 mechanical inspectors foreman,7301
 textile machinery assembly foreman,7301
 electromechanical forewoman,7301
 industrial machinery mechanics forewoman,7301
 machine fitters supervisor,7301
 production machinery maintenance mechanic supervisor,7301
 small-engine repair shop supervisor,7301
  air conditioning and refrigeration foreman,7301
" heating, ventilating and air conditioning (HVAC) mechanics foreman",7301
 automotive body repair shop supervisor,7301
 machine builders forewoman,7301
 ground crew forewoman-aircraft maintenance,7301
 elevator mechanic foreman,7301
 industrial mechanics foreman,7301
 mechanics foreman,7301
 office machine repairers foreman,7301
 oil burner mechanics foreman,7301
 heavy equipment mechanics supervisor,7301
 air conditioning mechanics foreman,7301
 appliance repair contractor,7301
 mechanical inspectors forewoman,7301
 industrial machinery manufacturing forewoman,7301
 railway rolling stock manufacturing foreman,7301
 automobile mechanics foreman,7301
 railway car repairer foreman,7301
 small-engine repair shop foreman,7301
 printing press and machine mechanics forewoman,7301
 electric motor repair foreman,7301
 farm equipment repair foreman,7301
 small-equipment repair shop supervisor,7301
 machinery manufacturing forewoman,7301
 production machinery maintenance forewoman,7301
 carhouse supervisor-railway transportation,7301
 railway car inspection forewoman,7301
 industrial mechanics supervisor,7301
 furnace installers forewoman,7301
 processing and packaging equipment maintenance supervisor,7301
 motor vehicle mechanics and repairers foreman,7301
 printing machine repairers forewoman,7301
 railway car repair forewoman,7301
 boat engine repair foreman,7301
 electromechanical foreman,7301
 aircraft mechanics and inspectors foreman,7301
 motor vehicle repair shop forewoman,7301
 aircraft mechanical systems maintenance service supervisor,7301
 elevator constructors foreman,7301
 automotive service mechanics supervisor,7301
 machine maintenance forewoman-manufacturing,7301
 propeller repair forewoman,7301
 household appliance repair shop forewoman,7301
 chief AME (aircraft maintenance engineer),7301
 mechanical equipment repair inspection forewoman,7301
 aircraft mechanical systems mechanics foreman,7301
 automotive testing shop supervisor,7301
 railway equipment department supervisor,7301
 small engine repair foreman,7301
 small engine repair forewoman,7301
 textile machine mechanics supervisor,7301
 heavy agricultural machinery assembly forewoman,7301
 air conditioning and refrigeration mechanic forewoman,7301
 helicopter maintenance forewoman-mechanical systems,7301
 motorcycle mechanics foreman,7301
 machine fitters forewoman,7301
 refrigeration mechanics forewoman,7301
 aircraft servicing foreman,7301
 aircraft maintenance engineer (AME) chief,7301
 industrial machinery manufacturing foreman,7301
 production equipment maintenance mechanic supervisor,7301
 mechanics forewoman,7301
 public works maintenance equipment operators supervisor,7302
 blasters forewoman-construction,7302
 paving contractor,7302
 freight handling foreman,7302
 pipeline construction supervisor,7302
 logging road construction foreman,7302
 oil field construction foreman,7302
 pavers and surfacers forewoman,7302
 oil field construction supervisor,7302
 road gang foreman,7302
 excavating contractor,7302
" longshoremen, stevedores and freight handlers forewoman",7302
 drilling and blasting forewoman-construction,7302
 paving foreman,7302
 general construction supervisor,7302
 pier foreman,7302
 pipe laying contractor,7302
 sewer construction foreman,7302
 surface mine blasting forewoman,7302
 heavy construction labourers foreman,7302
 water well drilling contractor,7302
 wrecking crew foreman,7302
 building moving forewoman,7302
 heavy-duty equipment operators foreman,7302
 road construction forewoman,7302
 railway track section boss,7302
 shed forewoman-construction,7302
 dynamiters forewoman-construction,7302
 highway maintenance forewoman,7302
" excavating, grading and paving foreman",7302
 demolition forewoman,7302
 pier forewoman,7302
 track forewoman-railway,7302
 bridge and highway construction gang forewoman,7302
 pipelines construction foreman,7302
 roadmaster-railway,7302
 asphalt paving foreman,7302
 concrete-laying gang foreman,7302
 logging road construction supervisor,7302
 waterworks construction forewoman,7302
" longshorewomen, stevedores and freight handlers forewoman",7302
 highway maintenance foreman,7302
 road maintenance forewoman,7302
 railway gang foreman,7302
 airport runways road foreman,7302
 freight loading forewoman,7302
 road construction foreman,7302
 house moving foreman,7302
 building wrecking contractor,7302
 pipeline installation supervisor,7302
 streetcar track forewoman,7302
 tarmac paving foreman,7302
 sewer installation forewoman,7302
 railway track laying forewoman,7302
 sewer installation foreman,7302
 railwaywomen foreman,7302
 heavy-duty equipment operators forewoman,7302
 asphalt paving forewoman,7302
airport road paving forewoman,7302
 loading dock foreman,7302
 heavy construction crew foreman,7302
 surface mine blasting foreman,7302
 stevedores forewoman,7302
 dredging equipment operators forewoman,7302
 highway construction foreman,7302
 excavations superintendent,7302
 shed foreman-construction,7302
 dynamiting foreman-construction,7302
 highway construction boss,7302
 railway gang forewoman,7302
 demolition contractor,7302
 drilling and blasting foreman-construction,7302
 well digging contractor,7302
 railway track laying foreman,7302
" excavating, grading and related work forewoman",7302
 concrete paving foreman,7302
 well drilling contractor,7302
 grading equipment operators forewoman,7302
 runway paving foreman,7302
 demolition foreman,7302
 streetcar track foreman,7302
" longshoremen/women, stevedores and freight handlers forewoman",7302
 concrete paving forewoman,7302
 public works road maintenance labourer supervisor,7302
 building mover contractor,7302
 well drilling supervisor,7302
 storage forewoman,7302
 asphalt paving labour gang foreman,7302
 bridge construction forewoman,7302
" paving, surfacing and related work forewoman",7302
 ditching forewoman,7302
 labourers and other elemental workers foreman-construction,7302
 logging road construction forewoman,7302
 excavator foreman,7302
 maintenance-of-way forewoman,7302
 dredgemaster-construction,7302
 paving forewoman,7302
 excavating and grading labour forewoman,7302
 labourers and other elemental workers forewoman-construction,7302
 pavers and surfacers foreman,7302
 gang foreman-railway,7302
 excavating equipment operators forewoman,7302
" longshoremen, stevedores and freight handlers foreman",7302
 oil field construction forewoman,7302
 longshore workers forewoman,7302
 cargo handling supervisor,7302
" excavating, grading and related work foreman",7302
 building movers foreman,7302
 heavy construction crew forewoman,7302
airport road paving foreman,7302
 water well drilling supervisor,7302
 concrete-laying gang forewoman,7302
 tarmac paving forewoman,7302
 track foreman-railway,7302
 gang forewoman-railway,7302
 general construction foreman,7302
 railway track maintenance foreman,7302
 crane crew forewoman,7302
 strip mine blasting foreman,7302
 construction gang forewoman,7302
 storage foreman,7302
 road gang forewoman,7302
 dynamiters foreman-construction,7302
 loading dock forewoman,7302
 dredging foreman,7302
 house moving forewoman,7302
 railwaymen foreman,7302
" longshorewomen, stevedores and freight handlers foreman",7302
 railway section foreman,7302
 dredging equipment operators foreman,7302
 building movers forewoman,7302
 railway construction and maintenance superintendent,7302
 stevedoring foreman,7302
 building wrecking forewoman,7302
 bridge and highway construction gang foreman,7302
 dock foreman-marine cargo,7302
 railway section forewoman,7302
 heavy construction labourers forewoman,7302
 supervisor of public works road maintenance workers,7302
 freight terminal forewoman,7302
 excavator forewoman,7302
 loading and moving foreman-construction,7302
 well digging supervisor,7302
" longshoremen/women, stevedores and freight handlers foreman",7302
 general construction forewoman,7302
 excavating equipment operators foreman,7302
 pipelines construction forewoman,7302
 wrecking crew forewoman,7302
 longshore workers foreman,7302
 airport road paving foreman,7302
 highway construction forewoman,7302
 paving gang road boss,7302
 bridge construction foreman,7302
 construction gang foreman,7302
 highway and bridge maintenance road boss,7302
 dock forewoman-marine cargo,7302
 railwaywomen forewoman,7302
 ditching foreman,7302
 railwaymen/women forewoman,7302
 maintenance-of-way foreman,7302
 stevedores foreman,7302
 stevedoring forewoman,7302
 blasters foreman-construction,7302
 sewer construction forewoman,7302
 airport runways road forewoman,7302
 construction site foreman,7302
 water well drilling forewoman,7302
 road construction boss,7302
 water well drilling foreman,7302
 concrete-paving labour gang forewoman,7302
 house mover contractor,7302
 dredging forewoman,7302
 strip mine blasting forewoman,7302
 grading equipment operators foreman,7302
 waterworks construction foreman,7302
 building wrecking foreman,7302
 longshore worker superintendent,7302
 crane crew foreman,7302
 railwaymen/women foreman,7302
 freight terminal foreman,7302
 railwaymen forewoman,7302
 construction site forewoman,7302
 concrete-paving labour gang foreman,7302
 excavating and grading labour foreman,7302
 building moving foreman,7302
 dynamiting forewoman-construction,7302
 freight handling forewoman,7302
 freight loading foreman,7302
 road maintenance foreman,7302
 asphalt paving labour gang forewoman,7302
" excavating, grading and paving forewoman",7302
" paving, surfacing and related work foreman",7302
 loading and moving forewoman-construction,7302
 runway paving forewoman,7302
 railway track maintenance forewoman,7302
 track boss-railway,7302
 heavy equipment operators supervisor,7302
 production supervisor-printing,7303
 bindery workers supervisor-printing,7303
 letterpress foreman-printing,7303
 typesetters foreman-printing,7303
 finishing forewoman-printing,7303
 photoengravers foreman,7303
 typesetters supervisor-printing,7303
 press supervisor-printing,7303
 film processors foreman,7303
 pressroom forewoman-printing,7303
 composing forewoman-printing,7303
 photographic processing and finishing forewoman,7303
 platemakers supervisor,7303
 hand compositors supervisor,7303
opticopy and stripping foreman-printing,7303
 compositors foreman-printing,7303
 letterpress room forewoman,7303
 photoengravers forewoman,7303
 film processing supervisor,7303
 rotogravure presswomen forewoman-printing,7303
 printing shop forewoman,7303
 gravure printers foreman,7303
 engraving foreman (except photoengraving)-printing,7303
OptiCopy and stripping foreman-printing,7303
 filmsetters supervisor,7303
 film processors forewoman,7303
 composing foreman-printing,7303
 mechanical composition forewoman-printing,7303
 photographic and film processing foreman,7303
 stereotypists and electroplaters foreman,7303
 offset press forewoman-printing,7303
 photographic and film processing supervisor,7303
 rotogravure pressmen foreman-printing,7303
 rotogravure presswomen foreman-printing,7303
 offset press operators foreman-printing,7303
 compositors forewoman-printing,7303
 engraving forewoman (except photoengraving)-printing,7303
 rotogravure press operators forewoman-printing,7303
 film printing foreman,7303
 rotogravure pressmen forewoman-printing,7303
 binders forewoman-printing,7303
OptiCopy and stripping forewoman-printing,7303
 binders foreman-printing,7303
 engravers forewoman (except photoengravers)-printing,7303
 hot composition forewoman-printing,7303
 finishing foreman-printing,7303
opticopy and stripping forewoman-printing,7303
 offset lithography foreman-printing,7303
 binders supervisor-printing,7303
 gravure printers forewoman,7303
 filmsetter operators supervisor,7303
 film printers forewoman,7303
 finishing supervisor-printing,7303
 prepress workers supervisor,7303
 gravure press operators foreman,7303
 printers supervisor,7303
 printing press operators supervisor,7303
 printing shop foreman,7303
 film processing foreman,7303
 film developers forewoman,7303
 photographic lab foreman,7303
 plateroom supervisor-printing,7303
 rotogravure pressmen/women forewoman-printing,7303
 photographic processing and finishing foreman,7303
 film processing forewoman,7303
 mechanical composition foreman-printing,7303
 photographic lab forewoman,7303
 letterpress room foreman,7303
 printing supervisor,7303
 offset lithography forewoman-printing,7303
 rotogravure foreman,7303
 hot composition foreman-printing,7303
 rotogravure press operators foreman-printing,7303
 photocomposers supervisor,7303
 stereotypists and electroplaters forewoman,7303
 opticopy and stripping foreman-printing,7303
 film printing forewoman,7303
 film developers foreman,7303
 pressroom foreman-printing,7303
 film printers foreman,7303
 bindery foreman-printing,7303
 printers foreman,7303
 offset press operators forewoman-printing,7303
 gravure press operators forewoman,7303
 photographic and film processing forewoman,7303
 compositors supervisor-printing,7303
 film processors supervisor,7303
 film developers supervisor,7303
 bindery supervisor-printing,7303
 typesetters forewoman-printing,7303
 platemaking supervisor-printing,7303
 film printing supervisor,7303
 photocomposer operators supervisor,7303
 pressroom supervisor-printing,7303
 prepress supervisor-printing,7303
 preparatory supervisor-printing,7303
 composing room supervisor-printing,7303
 offset press foreman-printing,7303
 photographic processors supervisor,7303
 engravers foreman (except photoengravers)-printing,7303
 printers forewoman,7303
 bindery forewoman-printing,7303
 letterpress forewoman-printing,7303
 rotogravure forewoman,7303
 typographers supervisor,7303
 rotogravure pressmen/women foreman-printing,7303
 road forewoman-railway transport,7304
 railway transport operations supervisor,7304
forewoman-railway transport,7304
 yard forewoman-railway,7304
 trainmaster,7304
 road foreman-railway transport,7304
 station agent-railway transport,7304
 freight train road foreman,7304
 yardmaster-railway,7304
 railway transport operating support foreman,7304
 railway transport operating support forewoman,7304
 freight train road forewoman,7304
foreman-railway transport,7304
 foreman-railway transport,7304
 railway transport operations forewoman,7304
 railway transport operations foreman,7304
 stationmaster,7304
 stationmaster-railway transport,7304
 passenger train road foreman,7304
 passenger train road forewoman,7304
 yard foreman-railway,7304
 bus inspector,7305
  delivery drivers foreman,7305
 streetcar and subway operators supervisor,7305
 truck drivers forewoman,7305
 bus drivers supervisor,7305
 light rail transit (LRT) operators forewoman,7305
 chauffeurs supervisor,7305
 subway system traffic controller,7305
 motor transport route forewoman,7305
 light rail transit (lrt) operators forewoman,7305
 subway traffic controller,7305
 delivery drivers forewoman,7305
 ground transit inspector-public transit,7305
 subway and streetcar operators supervisor,7305
 light rail transit (lrt) operators foreman,7305
 trucking contractor,7305
 truck fleet forewoman,7305
 chauffeurs and taxi drivers supervisor,7305
 truck drivers foreman,7305
 bus dispatcher,7305
 subway and street railway operators supervisor,7305
 urban transit system foreman,7305
 motor transport route foreman,7305
 subway operators forewoman,7305
 terminal supervisor-motor transport,7305
 truck drivers supervisor,7305
 subway operators foreman,7305
LRT (light rail transit) operators supervisor,7305
 light rail transit (LRT) operators foreman,7305
 transit system inspector,7305
 truck fleet foreman,7305
 taxi and chauffeurs supervisor,7305
 subway controller,7305
 school bus drivers supervisor,7305
 delivery drivers supervisor,7305
 mobile canteen service supervisor,7305
 transit mobile inspector,7305
 bus inspector-dispatcher,7305
 delivery drivers foreman,7305
 street railway and subway operators supervisor,7305
 traffic supervisor-motor transport,7305
 truck driver-supervisor,7305
 street railway operators supervisor,7305
 traffic inspector-public transit system,7305
 moving van drivers supervisor,7305
 streetcar operators supervisor,7305
 light rail transit (LRT) operators supervisor,7305
 subway operators supervisor,7305
 urban transit system forewoman,7305
 needle board repairer-textile manufacturing,7311
 gas turbine machinery industrial mechanic,7311
 powerhouse machinery mechanic,7311
 napper adjuster-textile manufacturing,7311
 apprentice millwright,7311
 welding equipment repairer,7311
 shuttle setter-textile manufacturing,7311
 oil tool repairer,7311
 packaging machine mechanic,7311
 shuttle fixer-textile manufacturing,7311
 comb fixer-textile manufacturing,7311
 concentrating plant mechanic,7311
 fabric-shearing machine setter-textile manufacturing,7311
 jacquard loom setter-textile manufacturing,7311
 knitting machine adjuster-textile manufacturing,7311
 open-end technician-textile manufacturing,7311
 nuclear power station equipment mechanic,7311
 reed fixer-textile manufacturing,7311
 textile machinery repairer,7311
 card setter-textile manufacturing,7311
 quiller machine fixer-textile manufacturing,7311
 quilting machine setter-fixer-textile manufacturing,7311
 carding machine fixer-textile manufacturing,7311
 pump systems installer,7311
 steam plant maintenance mechanic,7311
 pump mechanic and repairer,7311
 carpet loom fixer-textile manufacturing,7311
 gas turbine repairer,7311
 roll setter-rolling mills,7311
 roller coverer-textile manufacturing,7311
 oil pump station mechanic,7311
 weave changer-textile manufacturing,7311
 fibreglass-forming machine repairer,7311
 metalworking machinery mechanic,7311
 quilter setter-fixer-textile manufacturing,7311
 industrial mechanic,7311
 derrick mechanic,7311
 quilter mechanic-textile manufacturing,7311
 card grinder,7311
 ammunition-loading machine adjuster,7311
 textile-printing machine roller repairer-garment manufacturing,7311
 winding machine fixer-textile manufacturing,7311
 spinning technician-textile manufacturing,7311
 textile machine mechanic,7311
 water filtration plant mechanic,7311
 looper fixer-textile manufacturing,7311
 journeyman industrial mechanic,7311
 maintenance mechanic technician-industrial,7311
 loom mechanic-textile manufacturing,7311
 treatment plant maintenance mechanic,7311
 industrial mechanic-welder,7311
 carton-forming machine repairer,7311
 spinning fixer,7311
 gum-wrapping machine mechanic,7311
 oil-drilling rig mechanic,7311
 pin setter-textile manufacturing,7311
 plant equipment mechanic,7311
 chemical process equipment mechanic,7311
 card fixer,7311
 sewage treatment plant mechanic,7311
 maintenance millwright,7311
 looper setter-textile manufacturing,7311
 automatic pinsetting machine installer and repairer,7311
 journeywoman industrial mechanic,7311
 braiding machine setter,7311
 production mechanic,7311
 mining machinery mechanic,7311
 spinning frame fixer-textile manufacturing,7311
  journeyman industrial mechanic,7311
 ski lift mechanic,7311
 textile machine overhauler,7311
 shearing machine fixer-textile manufacturing,7311
 welding machine mechanic,7311
 industrial mechanic apprentice,7311
 chemical plant service mechanic,7311
 industrial pump repairer,7311
 loom technician,7311
 forge shop machinery repairer,7311
 loom preparer,7311
 mine hoist repairer,7311
 plastics-processing equipment mechanic,7311
 heavy water plant mechanical maintainer,7311
 marine engine mechanic apprentice,7311
 quilting machine mechanic-textile manufacturing,7311
 roll builder-repairer-rolling mills,7311
 quilter fixer-textile manufacturing,7311
 rig mechanic,7311
 spinning machine fixer-textile manufacturing,7311
 windmill repairer,7311
 tannery machinery repairer,7311
 material handling equipment mechanic,7311
 fabric-shearing machine fixer-textile manufacturing,7311
 rope machine setter-textile manufacturing,7311
 loom fixer-textile manufacturing,7311
 loom setter-textile manufacturing,7311
 millwright industrial,7311
 petroleum refinery industrial mechanic,7311
 compressed gas plant maintenance mechanic,7311
 plant maintenance mechanic,7311
 linotype repairer,7311
 comb setter-textile manufacturing,7311
 forge shop machinery mechanic,7311
 factory maintenance mechanic,7311
 mine hoist machinery mechanic,7311
 knitting machine mechanic,7311
 millwright apprentice,7311
 hook repairer-textile manufacturing,7311
 needle bed repairer-textile manufacturing,7311
 card grinder-textile manufacturing,7311
 conveyor repairer,7311
 knitting machine setter-textile manufacturing,7311
 ore-processing equipment mechanic,7311
 quilting machine fixer-textile manufacturing,7311
 roller repairer-industrial equipment,7311
 textile machinery fixer,7311
 wire repairer-textile manufacturing,7311
 mechanic-utilities,7311
 reed setter-textile manufacturing,7311
 oven equipment repairer,7311
 plant machinery maintenance mechanic,7311
 forge equipment repairer,7311
 napper grinder-textile manufacturing,7311
 knitting machine fixer-textile manufacturing,7311
 loom fixer,7311
 oil tool maintenance mechanic,7311
 cutting machine fixer-textile manufacturing,7311
 water treatment plant mechanic,7311
 loom mechanic-repairer-textile manufacturing,7311
 winder fixer-textile manufacturing,7311
 construction millwright,7311
 mule setter-textile manufacturing,7311
 tobacco-processing machine mechanic,7311
 rubberizing machine mechanic,7311
 grain elevator maintenance mechanic,7311
 upgrading plant mechanic,7311
 canal equipment mechanic,7311
 dairy equipment repairer,7311
 nuclear power station machinery mechanic,7311
 tool oiler and maintenance mechanic,7311
 processing plant mechanic,7311
 stationary farm equipment mechanic,7311
 loom changer,7311
 open-end technician,7311
 production machinery maintenance mechanic,7311
 flyer repairer-textile manufacturing,7311
 steam turbine repairer,7311
 oil drill rig mechanic,7311
 textile machinery mechanic,7311
 industrial machinery maintenance mechanic,7311
 apprentice industrial mechanic,7311
 mill maintenance mechanic,7311
 ship rigger,7311
 production tooling mechanic,7311
 automatic knitting machine pattern setter,7311
ammunition-assembling machine adjuster,7311
 loom pattern changer,7311
 carpet loom setter-textile manufacturing,7311
 mining equipment master mechanic,7311
 ski lift repair technician,7311
 utility plant maintenance mechanic,7311
 production machinery mechanic,7311
 card fixer-textile manufacturing,7311
 industrial plant maintenance mechanic,7311
 textile fixer,7311
 can seamer machine repairer,7311
 oil-drilling rig maintainer,7311
 welding equipment mechanic,7311
 industrial hoist mechanic,7311
 industrial sewing machine mechanic,7311
 production tooling maintenance mechanic,7311
 tool oiler and repairer,7311
 mine mechanic,7311
 marine engine mechanic,7311
 loom technician-textile manufacturing,7311
 loom starter,7311
 industrial mechanic and millwright,7311
 boilerhouse machinery mechanic,7311
 printing machinery mechanic,7311
 mule fixer-textile manufacturing,7311
 quiller setter-textile manufacturing,7311
 mail-processing equipment mechanic,7311
 maintenance mechanic,7311
 jacquard loom fixer-textile manufacturing,7311
 knitting pattern setter-textile manufacturing,7311
 mine hoist industrial mechanic,7311
 fabric-shearing machine setter-fixer-textile manufacturing,7311
 nuclear generating station mechanical maintainer,7311
 preventive maintenance mechanic technician,7311
 bakery machinery mechanic,7311
 loom setter,7311
 maintenance mechanic-utilities,7311
 loom reed repairer-textile manufacturing,7311
 loom repairer-textile manufacturing,7311
 millwright,7311
 tractor mechanic,7312
 heavy mobile logging equipment mechanic,7312
 farm machinery wheelwright,7312
agricultural equipment technician,7312
 journeywoman heavy-duty equipment mechanic,7312
 farm machinery mechanic,7312
 apprentice farm machinery mechanic,7312
 heavy equipment mechanic-diesel engine,7312
 diesel mechanic apprentice,7312
 heavy equipment combination mechanic,7312
 mine locomotive repairman,7312
 dredge mechanic,7312
 diesel engine mechanic apprentice,7312
 caterpillar tractor repairer,7312
 construction equipment mechanic,7312
 diesel engine mechanic-heavy equipment,7312
 felling equipment mechanic,7312
 heavy equipment field mechanic,7312
 heavy-duty equipment mechanic,7312
 sideboom mechanic,7312
 farm equipment technician,7312
 dredge repairer,7312
 paving equipment mechanic,7312
 diesel mechanic,7312
 construction equipment repairwoman,7312
 farm tractor mechanic,7312
 heavy mobile mining equipment mechanic,7312
 mobile farm equipment mechanic,7312
 heavy equipment inspector-repairer,7312
 mobile logging equipment mechanic,7312
 apprentice farm equipment mechanic,7312
 heavy diesel engine mechanic,7312
 construction equipment repairman,7312
 heavy mobile equipment repairwoman,7312
 crane repairer,7312
 journeyman heavy-duty equipment mechanic,7312
 heavy-duty equipment technician apprentice,7312
 mobile farm machinery repairer,7312
 earthmoving equipment mechanic,7312
 heavy-duty equipment technician,7312
  construction equipment repairman,7312
 mobile mining equipment mechanic,7312
 heavy mobile equipment repairman,7312
 grading equipment mechanic,7312
 backhoe mechanic,7312
 repairer mechanic,7312
 heavy mobile equipment repairer,7312
 crane service technician,7312
 diesel mechanic-heavy equipment,7312
 diesel engine repairman-railway,7312
 excavating equipment mechanic,7312
 farm equipment mechanic,7312
 power shovel mechanic,7312
 farm tractor repairer,7312
 diesel locomotive repairwoman,7312
 heavy equipment mechanic,7312
 diesel engine mechanic,7312
 diesel locomotive repairman,7312
 fuel injection unit servicer-diesel,7312
 heavy-duty equipment mechanic apprentice,7312
 diesel engine repairwoman-railway,7312
 mine locomotive repairwoman,7312
 locomotive mechanic,7312
 central air conditioning mechanic,7313
 journeyman refrigeration and air conditioning mechanic,7313
 hydronics technician,7313
 journeywoman refrigeration and air conditioning mechanic,7313
 refrigeration mechanic,7313
 refrigeration mechanic apprentice,7313
 heating and air conditioning mechanic,7313
 apprentice refrigeration and air conditioning mechanic,7313
 air conditioning and refrigeration mechanic,7313
 central air conditioner installer,7313
 transport refrigeration technician,7313
" heating, ventilation and air conditioning (HVAC) mechanic",7313
 commercial refrigeration mechanic,7313
 central air conditioning repairer,7313
 refrigeration system installer,7313
 central air conditioning installer,7313
 refrigeration and air conditioning mechanic apprentice,7313
 refrigeration technician,7313
 transport refrigeration mechanic,7313
 commercial air conditioning mechanic,7313
  journeyman refrigeration and air conditioning mechanic,7313
 heating and cooling mechanic,7313
air conditioning and heating mechanic,7313
 central air conditioner repairer,7313
 refrigeration and air conditioning mechanic (non-construction),7313
 refrigeration and air conditioning mechanic,7313
 central air conditioning servicer,7313
 refrigeration and mechanical technician,7313
 railway carwoman inspector,7314
 railway carman apprentice,7314
 carman inspector-railway,7314
 streetcar mechanic,7314
 car inspector-railway,7314
 railway carman,7314
 railway equipment inspector,7314
 streetcar and subway car mechanic,7314
 subway car mechanic,7314
 inspector-carwoman-railway,7314
air brake inspector-railway car,7314
 railway coach repairer,7314
 car repairer-railway,7314
 wheel and axle inspector-railway,7314
 railway car inspector,7314
 railway carwoman apprentice,7314
 carman-railway,7314
 brake inspector-railway car,7314
  apprentice carman-railway,7314
 inspector-carman-railway,7314
 carwoman inspector-railway,7314
 car repairer apprentice-railway,7314
 apprentice carman-railway,7314
 rail vehicle mechanic,7314
 carwoman-railway,7314
 apprentice carwoman-railway,7314
 railway carwoman,7314
 railcar mechanic apprentice,7314
 railway carman inspector,7314
 aircraft engine tester,7315
 aircraft systems inspector,7315
 aircraft mechanical systems flight tests inspector,7315
 aircraft safety systems mechanic,7315
  aircraft accessories repairman,7315
 aircraft propulsion technician,7315
 aircraft accessories overhaul technician,7315
 aircraft composite and sheet metal repairer,7315
 aircraft mechanical systems mechanic,7315
 aircraft mechanical systems repair inspector,7315
 aircraft engine repair and overhaul mechanic,7315
 aircraft engine mechanical systems overhaul inspector,7315
 aircraft engine technician,7315
 aircraft accessories repairman,7315
 aircraft mechanical and fuel systems overhaul and repair mechanic,7315
 preflight mechanic,7315
 flight test aircraft mechanic,7315
 aircraft mechanical systems modification mechanic,7315
 aircraft repair shop inspector,7315
 aircraft structural technician,7315
 flight test inspector,7315
 engine accessories overhaul mechanic,7315
 helicopter mechanic,7315
 aircraft mechanical systems repair and overhaul inspector,7315
 flight line mechanic,7315
 aircraft maintenance mechanic apprentice,7315
 aircraft mechanic experimental,7315
 aircraft accessories repairer,7315
 rotorcraft mechanical systems technician,7315
 aircraft mechanical systems repair shop inspector,7315
 aircraft maintenance engineer (AME) (except avionics),7315
 aircraft hydraulics technician,7315
 aircraft gas turbine engine technician,7315
 aircraft mechanical systems technician,7315
 aviation mechanical component shop technician,7315
 helicopter mechanical systems inspector,7315
 aircraft propeller systems technician,7315
 aircraft hydraulics mechanic,7315
 rotorcraft aircraft maintenance engineer (AME),7315
 aircraft inspector,7315
 aircraft hydraulics tester,7315
 aircraft skin repairer,7315
 aircraft propeller inspector,7315
 aircraft sheet metal technician,7315
 aircraft engine overhaul mechanic,7315
 aircraft body repairer,7315
 aircraft hydraulics inspector,7315
 aircraft engine inspector,7315
 aircraft mechanical systems inspector,7315
 aircraft accessories repairwoman,7315
 rotorcraft maintenance engineer,7315
 certified aircraft technician,7315
aero-engine mechanic,7315
 aircraft engine accessories overhaul mechanic,7315
 aircraft mechanical systems maintenance technician,7315
 aviation maintenance inspector,7315
 aircraft accessories overhaul mechanic,7315
 aircraft mechanic learner,7315
 aircraft rotary mechanical systems technician,7315
 propulsion technician,7315
 aircraft hydraulics shop technician,7315
 aircraft engine mechanical systems technician,7315
 aircraft repair and overhaul inspector,7315
 aircraft engine mechanic,7315
 aircraft plumbing and hydraulics mechanic,7315
 aircraft reciprocating engine technician,7315
 aircraft maintenance technician,7315
 aircraft engine overhaul inspector,7315
 aircraft accessories mechanic,7315
 experimental aircraft mechanic,7315
 composite repair technician-aircraft,7315
 mechanical systems aircraft maintenance engineer (AME),7315
 structures aircraft maintenance engineer (AME),7315
 apprentice aircraft maintenance engineer (AME),7315
 gas turbine engine mechanic,7315
 aircraft mechanic,7315
 aero-engine technician,7315
 aircraft mechanical systems junior mechanic,7315
 apprentice aircraft mechanical systems mechanic,7315
 aircraft mechanical systems preflight mechanic,7315
