input,code,reference_category
FARMER,821,Farm Manager
FARMER,821,Farm Manager
farmer,821,Farm Manager
HARVEST MANAGER,821,Farm Manager
"GRAIN, CATTLE FARMER",821,Farm Manager
FARMER,821,Farm Manager
FARMING,821,Farm Manager
OWNER-PARTNERSHIP,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
Owner,821,Farm Manager
"FARMER,  YARD WORK, HOUSEWORK",821,Farm Manager
FARMER,821,Farm Manager
"RANCHER, FARMER",821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
GRAIN FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
SELF EMPLOYED FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARM OWNER OPERATOR,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER OWNER/OPERATOR,821,Farm Manager
OWNER   OPERATOR,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
"PARTNER FARMER (COW/CALF, MIXED GRAIN)",821,Farm Manager
PARTNER,821,Farm Manager
FARM MANAGER,821,Farm Manager
FARM MANAGER,821,Farm Manager
FARM MANAGER,821,Farm Manager
OWNER,821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
FARMER,821,Farm Manager
FARM OWNER,821,Farm Manager
SELF-EMPLOYED,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER SUPERVISOR,821,Farm Manager
OWNER MANAGER/SUPERVISOR,821,Farm Manager
ASSISTANT MANAGER,821,Farm Manager
OWNER  MANAGER,821,Farm Manager
"OPERATOR, FARMER",821,Farm Manager
FARMER,821,Farm Manager
PRESIDENT OF FARM AND RANCH COMPANY,821,Farm Manager
PRESIDENT OF RANCH,821,Farm Manager
FARMER,821,Farm Manager
"GARDENER, FARMER",821,Farm Manager
SELF EMPLOYED-MANAGER,821,Farm Manager
FARMER AND VINEYARD MANAGER,821,Farm Manager
FARMER,821,Farm Manager
FARM OWNER OPERATOR,821,Farm Manager
FARMER,821,Farm Manager
"OWNER,  OPERATOR",821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER,821,Farm Manager
OWNER,821,Farm Manager
PRESIDENT  RANCH OWNER,821,Farm Manager
RANCH SMALL OWNER,821,Farm Manager
OWN AND OPERATE FARM,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
VICE PRESIDENT,821,Farm Manager
FARMER,821,Farm Manager
farmerette,821,Farm Manager
FARMER,821,Farm Manager
OWNER,821,Farm Manager
FARMER,821,Farm Manager
FARM MANAGER,821,Farm Manager
RANCHER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
MANAGER   OPERATOR,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
"OWNER/MANAGER,  FARMER/RANCHER",821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMING,821,Farm Manager
FARMER,821,Farm Manager
SELF EMPLOYED FARMER,821,Farm Manager
FARMER,821,Farm Manager
PROPRIETOR,821,Farm Manager
FARM MANAGER,821,Farm Manager
FARM MANAGER,821,Farm Manager
FARMER,821,Farm Manager
"FARM OWNER, OPERATOR",821,Farm Manager
OPERATOR OF A FARM,821,Farm Manager
OWNER,821,Farm Manager
OWNER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
"FARMER, RANCHER",821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
SELF EMPLOYED,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
RANCHER,821,Farm Manager
FARMER,821,Farm Manager
FARM OWNER,821,Farm Manager
FARMERS,821,Farm Manager
FARMER,821,Farm Manager
FARMING CATTLE AND GRAIN,821,Farm Manager
FARM - (OWNER - OPERATOR),821,Farm Manager
OWNER OPERATOR,821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
BOSS,821,Farm Manager
DRYLAND GRAIN FARMER,821,Farm Manager
RANCH,821,Farm Manager
partner,821,Farm Manager
FARMER,821,Farm Manager
OWNER OPERATOR,821,Farm Manager
"OWNER OPERATOR, PRESIDENT",821,Farm Manager
AGRICULTURAL MANAGER,821,Farm Manager
FARMER & HOMEMAKER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
farmer,821,Farm Manager
"OWNER,  FARM MANAGER",821,Farm Manager
FARMER,821,Farm Manager
REGIONAL GRAZING RESERVE MANAGER,821,Farm Manager
FARMER,821,Farm Manager
"FARMER, RANCHER",821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
FARMER,821,Farm Manager
MANAGER,821,Farm Manager
DAIRY FARMER,821,Farm Manager
DAIRY FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER OPERATOR,821,Farm Manager
OWNER OPERATOR,821,Farm Manager
FARMER,821,Farm Manager
GRAIN OPERATIONS MANAGER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
RAISE COWS,821,Farm Manager
FARMER,821,Farm Manager
FARM MANAGER,821,Farm Manager
MANAGING,821,Farm Manager
RANCHER,821,Farm Manager
OWNER  OPERATOR,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER OPERATOR,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER MANAGER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
"RANCH PROPERTY MANAGER, CARETAKER, LABORER",821,Farm Manager
RESIDENT PROPERTY MANAGER,821,Farm Manager
FARMER,821,Farm Manager
OWNER-RANCH,821,Farm Manager
OWNER OPERATOR,821,Farm Manager
BOSS,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER CHIEF EXECUTIVE OFFICER,821,Farm Manager
FARMER,821,Farm Manager
SELF EMPLOYED FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER OPERATOR,821,Farm Manager
farmer,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMING,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER OPERATOR,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
"BUSINESS OWNER, FARMER",821,Farm Manager
PRESIDENT OF A RANCHING COMPANY,821,Farm Manager
GRAIN FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
Owner,821,Farm Manager
OWNER,821,Farm Manager
OWNER OPERTOR,821,Farm Manager
FARMER,821,Farm Manager
CO-OWNER (FARM),821,Farm Manager
RANCHER AND GAS PLANT & FIELD OPERATOR,821,Farm Manager
RANCHER,821,Farm Manager
boss,821,Farm Manager
FARMER,821,Farm Manager
GRAIN FARMER,821,Farm Manager
GRAIN FARMER,821,Farm Manager
OWNER-OPERATOR,821,Farm Manager
BOSS,821,Farm Manager
RANCHER,821,Farm Manager
FARMING,821,Farm Manager
FARMER,821,Farm Manager
head - farm business,821,Farm Manager
FARMER,821,Farm Manager
farmer (owner),821,Farm Manager
"FARMING, FIELD WORK",821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMING,821,Farm Manager
FARMER,821,Farm Manager
farmer,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
"OWNER, MANAGER AGRICULTURAL OPERATION",821,Farm Manager
"PRESIDENT,  OWNER",821,Farm Manager
FARMING,821,Farm Manager
GRAZING RESERVE ADMINISTRATOR,821,Farm Manager
OWNER,821,Farm Manager
FARMER,821,Farm Manager
OWNER FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER (MANAGER),821,Farm Manager
FARMER,821,Farm Manager
MANAGER,821,Farm Manager
FARMER,821,Farm Manager
farmer,821,Farm Manager
FARMER,821,Farm Manager
OWNER,821,Farm Manager
FARMER,821,Farm Manager
FARMING,821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
OWNER,821,Farm Manager
"FARMER, OWNER OPERATOR",821,Farm Manager
LIVESTOCK OWNER,821,Farm Manager
"FARMER, BUSINESS MANAGER",821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
SELF- EMPOLYED,821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
RANCHER,821,Farm Manager
PROJECT DIRECTOR,821,Farm Manager
"OWNER, PRESIDENT OF OWN COMPANY",821,Farm Manager
OWNER  OPERATOR,821,Farm Manager
CATTLE RANCHER AND FARMER,821,Farm Manager
OWNER OPERATOR,821,Farm Manager
PRESIDENT,821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
FARM OWNER,821,Farm Manager
"FARM OWNER, OPERATOR",821,Farm Manager
OWNER OPERATOR,821,Farm Manager
HORSE FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
DAIRY FARM OWNER,821,Farm Manager
MANAGER OWNER FARM AND DDS,821,Farm Manager
PRESIDENT,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
BOSS OWNER/OPERATOR/MANAGER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
MANAGER,821,Farm Manager
MANAGER,821,Farm Manager
OWNER OPERATOR,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER  RANCHER,821,Farm Manager
FARMER,821,Farm Manager
PRESIDENT AND DIRECTOR OF INCORPORATED FAMILY FARM,821,Farm Manager
FARMER,821,Farm Manager
president of private company,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER OPERATOR FARM,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
OWNER  OPERATOR,821,Farm Manager
OWNER OPERATOR,821,Farm Manager
FARMER,821,Farm Manager
owner,821,Farm Manager
RANCHER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER AND HOMEMAKER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
FARMER,821,Farm Manager
FARM MANAGER,821,Farm Manager
FARMER RANCHER,821,Farm Manager
FARMER,821,Farm Manager
FARMING,821,Farm Manager
FARMER,821,Farm Manager
FARM OWNER,821,Farm Manager
OWNER  OPERATOR,821,Farm Manager
OWNER OPERATOR,821,Farm Manager
FARMER & OILFIELD BUSINESS,821,Farm Manager
FARMER,821,Farm Manager
OWNER,821,Farm Manager
OWN FARM,821,Farm Manager
FARMER,821,Farm Manager
OWNER,821,Farm Manager
SELF EMPLOYED (FARMER),821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
BOSS,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
farmer,821,Farm Manager
FARM MANAGER,821,Farm Manager
IRRIGATION AND POULTRY FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
"FARMER,  RANCHER",821,Farm Manager
FARMING,821,Farm Manager
FARMER,821,Farm Manager
FARMER OWNER,821,Farm Manager
GRAIN FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER  OPERATOR,821,Farm Manager
OWNER OPERATOR,821,Farm Manager
OWNER,821,Farm Manager
FARMER,821,Farm Manager
 FARMER,821,Farm Manager
FARMER,821,Farm Manager
"FARMER,  RANCHER",821,Farm Manager
RANCHER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
Manager,821,Farm Manager
RANCHER,821,Farm Manager
RANCHER,821,Farm Manager
RANCHER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER,821,Farm Manager
FARMER,821,Farm Manager
OWNER,821,Farm Manager
OWNER,821,Farm Manager
FARMER,821,Farm Manager
RANCH OWNER  LABORER,821,Farm Manager
FARMER,821,Farm Manager
OWNER MANAGER,821,Farm Manager
FARMING,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
"FARMER, HOUSEWIFE",821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
CATTLE RANCHER,821,Farm Manager
CATTLE RANCHING,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER OPERATOR,821,Farm Manager
OWNER CHIEF EXECUTIVE OFFICER,821,Farm Manager
VINEYARD & WINERY OWNER,821,Farm Manager
FARMER,821,Farm Manager
PRESIDENT OF FARM COMPANY,821,Farm Manager
OWNER AND OPERATOR OF FARM AND,821,Farm Manager
FARMER,821,Farm Manager
DIRECTOR FARMER (PARTNER),821,Farm Manager
FARMER-HOUSEWIFE,821,Farm Manager
FARMING AND GARDENING,821,Farm Manager
FARMER,821,Farm Manager
MANAGER SHEEP & GOAT SALES,821,Farm Manager
FARMER,821,Farm Manager
OWNER,821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
RANCHER,821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
OWNER RANCHER,821,Farm Manager
farmer,821,Farm Manager
FARMING,821,Farm Manager
FARMER,821,Farm Manager
GRAIN FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
DAIRY FARMER,821,Farm Manager
DAIRY FARMER,821,Farm Manager
DAIRY FARMER,821,Farm Manager
owner operator of large farm,821,Farm Manager
RANCHER,821,Farm Manager
OPERATION MANAGER AND SELF EMPLOYED FARMER,821,Farm Manager
RANCHING,821,Farm Manager
FARMING,821,Farm Manager
FARMER,821,Farm Manager
FARMING,821,Farm Manager
FARMER,821,Farm Manager
FARM OWNER,821,Farm Manager
FARMING,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMING,821,Farm Manager
OWNER   OPERATOR,821,Farm Manager
FARMER,821,Farm Manager
"FARMER  RANCHER, FEEDLOT OPERATOR",821,Farm Manager
CHIEF EXECUTIVE OFFICER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER MANAGER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER RANCHER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER & CROP ADJUSTER,821,Farm Manager
FARMER,821,Farm Manager
MANAGER,821,Farm Manager
OWNER,821,Farm Manager
OWNER OPERATOR,821,Farm Manager
farmer,821,Farm Manager
FARMER,821,Farm Manager
CATTLE PRODUCER,821,Farm Manager
RAISE BEEF CATTLE,821,Farm Manager
OWNER MANAGER,821,Farm Manager
FARMER  RANCHER,821,Farm Manager
OPERATE MY OWN FARM,821,Farm Manager
FARMER-OWNER OPERATOR,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
grain operations manager,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMING,821,Farm Manager
RANCHER,821,Farm Manager
OWNER,821,Farm Manager
"MANAGER ,  LABOR",821,Farm Manager
RANCHING,821,Farm Manager
"MANAGER, EMPLOYEE/OWNER",821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
"HOMEMAKER, FARMER",821,Farm Manager
FARMER,821,Farm Manager
PRESIDENT CHIEF EXECUTIVE OFFICER,821,Farm Manager
"PRESIDENT, CHIEF EXECUTIVE OFFICER",821,Farm Manager
"OWNER, MANAGER",821,Farm Manager
"Owner, President of a cattle company",821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
owner operator (farm),821,Farm Manager
RANCHER,821,Farm Manager
OWNER,821,Farm Manager
FARMER,821,Farm Manager
OWNER DAIRY FARM,821,Farm Manager
MILKING COWS&TAKING CARE OF COWS,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARM OWNER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER,821,Farm Manager
FARM MANAGER,821,Farm Manager
NATURAL FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARM OWNER OPERATOR,821,Farm Manager
FARM OWNER OPERATOR,821,Farm Manager
"FARMER, GREENHOUSE ASSISTANT MANAGER, LIVESTOCK HAULER",821,Farm Manager
CATTLE FARMER,821,Farm Manager
ASSISTANT MANAGER,821,Farm Manager
FARMERETTE,821,Farm Manager
RANCHER,821,Farm Manager
RANCHER,821,Farm Manager
FARM PRODUCTION MANAGER OPERATOR,821,Farm Manager
"FARM OWNER, MANAGER",821,Farm Manager
"AGRICULTURAL PRODUCTION TECHNOLOGIST, MIXED FARM OWNER/OPERATOR",821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
MANAGER,821,Farm Manager
BOSS,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER,821,Farm Manager
"OWNER,  DIRECTOR",821,Farm Manager
PRESIDENT OWNER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
MANAGER FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
 FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER OPERATOR,821,Farm Manager
FARMER,821,Farm Manager
RANCHING,821,Farm Manager
DAIRY FARMER,821,Farm Manager
FARMER,821,Farm Manager
DAIRY FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
STABLE OWNER MANAGER,821,Farm Manager
PRESIDENT,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
GENERAL MANAGER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
GRAIN AND OILSEEDS FARMER,821,Farm Manager
RANCHER,821,Farm Manager
PRODUCTION MANAGER,821,Farm Manager
FARMER,821,Farm Manager
"RANCHER, FARMER",821,Farm Manager
FARMER AND RANCHER,821,Farm Manager
FARMER,821,Farm Manager
OWNER,821,Farm Manager
OWNER,821,Farm Manager
FEEDLOT MANAGER,821,Farm Manager
FEEDLOT MANAGER,821,Farm Manager
VINEYARD OWNER,821,Farm Manager
FARMER,821,Farm Manager
BUSINESS PARTNER,821,Farm Manager
FARMER AND GREENHOUSE WORKER,821,Farm Manager
FARMING PARTNER,821,Farm Manager
FARMER,821,Farm Manager
MIXED FARMER,821,Farm Manager
FARMER,821,Farm Manager
rancher,821,Farm Manager
RANCHER,821,Farm Manager
OWNER OPERATER (FARMER) (RANCHER),821,Farm Manager
RANCH OWNER-OPERATOR,821,Farm Manager
RANCH OWNER OPERATOR,821,Farm Manager
"FARMER,  COORDINATOR",821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
"FARMER, CATTLE AND GRAIN",821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER-OPERATOR,821,Farm Manager
OWNER MANAGER,821,Farm Manager
FARMER,821,Farm Manager
FARMER RANCHER,821,Farm Manager
SMALL ORGANIC FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMING,821,Farm Manager
BEE KEEPER,821,Farm Manager
BEE KEEPER,821,Farm Manager
OWNER  FARMER,821,Farm Manager
FARMING,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER  MANAGER,821,Farm Manager
CHIEF FINANCIAL OFFICER OF RANCH,821,Farm Manager
CHIEF EXECUTIVE OFFICER,821,Farm Manager
CATTLE RANCHER,821,Farm Manager
FARMER,821,Farm Manager
PART TIME FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMING,821,Farm Manager
OWNER   PARTNER / RANCHER,821,Farm Manager
CUSTOM GRAZIER - RANCHER,821,Farm Manager
CATTLE RANCHING,821,Farm Manager
FARMER,821,Farm Manager
CATTLER RANCHER,821,Farm Manager
CATTLE RANCHER,821,Farm Manager
SELF-EMPLOYED FARMER,821,Farm Manager
HOBBY RANCHER,821,Farm Manager
RANCHER,821,Farm Manager
FARMER,821,Farm Manager
OWNER,821,Farm Manager
OWNER,821,Farm Manager
OWNER,821,Farm Manager
SHELTERBELT MANAGER,821,Farm Manager
FARMER,821,Farm Manager
"CATTLE RANCHER,  EQUIPMENT OPERATOR",821,Farm Manager
RANCHER,821,Farm Manager
FARM MANAGER,821,Farm Manager
OWNER OPERATOR,821,Farm Manager
OWNER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER-OWNER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER (SHEEP),821,Farm Manager
SHEEP FARMER,821,Farm Manager
OWNER CO-MANAGER,821,Farm Manager
RANCHING,821,Farm Manager
RANCHING,821,Farm Manager
OWNER,821,Farm Manager
FARMER,821,Farm Manager
OWNER AND OPERATOR,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMING,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER MANAGER,821,Farm Manager
DAIRY FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER OPERATOR,821,Farm Manager
OWNER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
FARMER,821,Farm Manager
OWNER   FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
PRODUCTION MANAGER,821,Farm Manager
PRODUCTION FOREMAN,821,Farm Manager
FENCE & SHEPHERD FARMER,821,Farm Manager
SHEEP FARMER,821,Farm Manager
SHEEP SHEPERD AND BUILDING FENCES,821,Farm Manager
OPERATOR MANAGER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
BOSS,821,Farm Manager
RANCHER,821,Farm Manager
RANCHING,821,Farm Manager
FARMER (WIFE),821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER RANCHER,821,Farm Manager
RANCH OPERATOR,821,Farm Manager
FARMER RANCHER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
RANCHER AND FARMER,821,Farm Manager
RANCHING,821,Farm Manager
FARMER-CATTLE PRODUCER,821,Farm Manager
FARMER - SELF EMPLOYED,821,Farm Manager
FARMING,821,Farm Manager
RANCHER,821,Farm Manager
RANCHER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
farmer (self-employed),821,Farm Manager
CHIEF EXECUTIVE OFFICER,821,Farm Manager
GRAIN FARMER,821,Farm Manager
BOSS,821,Farm Manager
FARM MANAGER OWNER,821,Farm Manager
PROPRIETOR,821,Farm Manager
MANAGER  LABOURER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
PRESIDENT,821,Farm Manager
FARMER,821,Farm Manager
FARM MANAGER,821,Farm Manager
FARM MANAGER,821,Farm Manager
OWNER,821,Farm Manager
PRESIDENT CHIEF EXECUTIVE OFFICER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMING,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
MANAGER,821,Farm Manager
FARMER,821,Farm Manager
AGRICULTURE MANAGER,821,Farm Manager
FARMER,821,Farm Manager
"RANCHER, FARMER",821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
CATTLE FARMER,821,Farm Manager
farmer,821,Farm Manager
RANCHER,821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARM - OWNER,821,Farm Manager
FARMER,821,Farm Manager
"OWNER, OPERATOR",821,Farm Manager
FARMER,821,Farm Manager
PROPRIETOR,821,Farm Manager
CATTLE RANCHER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
BOSS,821,Farm Manager
FARMER AND MAINTENANCE MAN,821,Farm Manager
FARMER,821,Farm Manager
FARMING,821,Farm Manager
"FARMING, RANCHING",821,Farm Manager
OWNER AND OPERATOR,821,Farm Manager
RANCH MANAGER,821,Farm Manager
RANCH MANAGER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
HARVEST OPERATIONS COORDINATOR,821,Farm Manager
FARMER AND SELF EMPLOYED ODD JOBS,821,Farm Manager
FARMING,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
